gene_symbol	gene_dpi	gene_pli	protein_class	diseaseid	disease_semantic_type	score	ei	el	year_initial	year_final
DHFR	0.808	0.0343	DTO_05007624	C1853238	Congenital Abnormality	0.01	1.0		2012	2012
EYA1	0.731	0.94588		C1853238	Congenital Abnormality	0.01	1.0		2018	2018
MED13L	0.538	1.0		C1853238	Congenital Abnormality	0.01	1.0		2015	2015
ZFPM2	0.731	1.0	DTO_05007542	C1853238	Congenital Abnormality	0.01	1.0		2011	2011
GATA4	0.846	0.49308		C1853238	Congenital Abnormality	0.01	1.0		2007	2007
GDF1	0.692	0.41237	DTO_05007599	C1853238	Congenital Abnormality	0.01	1.0		2013	2013
GCLC	0.885	0.42718	DTO_05007624	C1853238	Congenital Abnormality	0.01	1.0		2014	2014
HPGDS	0.923	1.8063e-06		C1853238	Congenital Abnormality	0.01	1.0		2014	2014
GSR	0.846	1.2922e-06	DTO_05007624	C1853238	Congenital Abnormality	0.01	1.0		2018	2018
GSTA3	0.231	0.0012851		C1853238	Congenital Abnormality	0.01	1.0		2014	2014
GSTM3	0.808	4.3638e-07		C1853238	Congenital Abnormality	0.01	1.0		2014	2014
HTC2	0.808			C1853238	Congenital Abnormality	0.01	1.0		2014	2014
ISL1	0.654	0.86857	DTO_05007542	C1853238	Congenital Abnormality	0.01	1.0		2011	2011
GSTK1	0.885	1.9374e-06		C1853238	Congenital Abnormality	0.01	1.0		2014	2014
MIR143	0.885			C1853238	Congenital Abnormality	0.01	1.0		2019	2019
MGST1	0.462	0.0026577		C1853238	Congenital Abnormality	0.01	1.0		2020	2020
MTRR	0.808	2.1794e-14		C1853238	Congenital Abnormality	0.01	1.0		2018	2018
NNMT	0.654	5.2791e-08	DTO_05007624	C1853238	Congenital Abnormality	0.01	1.0		2012	2012
SLC50A1	0.538	0.0019259	DTO_05007405	C1853238	Congenital Abnormality	0.01	1.0		1991	1991
PTH	0.846	0.012093		C1853238	Congenital Abnormality	0.01	1.0		2002	2002
RFC1	0.808	0.97305		C1853238	Congenital Abnormality	0.01	1.0		2014	2014
SIX1	0.692	0.65297	DTO_05007542	C1853238	Congenital Abnormality	0.01	1.0		2018	2018
SLC19A1	0.692	6.4655e-06	DTO_05007405	C1853238	Congenital Abnormality	0.01	1.0		2018	2018
TBX2	0.769	0.99329	DTO_05007542	C1853238	Congenital Abnormality	0.01	1.0		2018	2018
TBX3	0.769	0.98907	DTO_05007542	C1853238	Congenital Abnormality	0.01	1.0		2018	2018
TCN2	0.615	1.0478e-06		C1853238	Congenital Abnormality	0.01	1.0		2012	2012
TGFB1	0.962	0.03685	DTO_05007599	C1853238	Congenital Abnormality	0.01	1.0		2014	2014
HIRA	0.808	1.0	DTO_05007557	C1853238	Congenital Abnormality	0.01	1.0		2016	2016
VEGFA	0.923	2.4085e-05	DTO_05007599	C1853238	Congenital Abnormality	0.01	0.0		2014	2014
DGS2	0.423			C1853238	Congenital Abnormality	0.01	1.0		1998	1998
REC8	0.231	5.5411e-06		C1853238	Congenital Abnormality	0.01	1.0		1991	1991
BMP4	0.808	0.9564	DTO_05007599	C0014116	Congenital Abnormality	0.22	0.5		2018	2019
IFT172	0.654	3.2682e-33	DTO_05007530	C0014116	Congenital Abnormality	0.21	1.0		2010	2011
CCN1	0.731	0.71388	DTO_05007599	C0014116	Congenital Abnormality	0.2	1.0		2002	2006
MKS1	0.769	3.3768e-16	DTO_05007621	C0014116	Congenital Abnormality	0.2	1.0		2010	2010
DNAH11	0.692	2.5389e-58	DTO_05007624	C0014116	Congenital Abnormality	0.2	1.0		2010	2010
NR1D2	0.5	0.0061743	DTO_00102000	C0014116	Congenital Abnormality	0.2	1.0		2016	2016
BRAF	0.846	0.99995	DTO_03300101	C0014116	Congenital Abnormality	0.1	1.0		2012	2019
MAP2K7	0.808	0.99552	DTO_03300101	C0014116	Congenital Abnormality	0.04	1.0		2014	2019
CD1A	0.769	4.1954e-24		C0014116	Congenital Abnormality	0.04	0.75		2013	2016
CD68	0.808	1.4063e-06	DTO_05007405	C0014116	Congenital Abnormality	0.03	0.667		2013	2015
ECD	0.538	2.3368e-12		C0014116	Congenital Abnormality	0.02	1.0		2006	2019
EPHB2	0.846	0.99997	DTO_03300101	C0014116	Congenital Abnormality	0.02	1.0		2014	2019
ZHX2	0.654	0.03372	DTO_05007542	C0014116	Congenital Abnormality	0.02	1.0		2014	2015
IL1A	0.962	0.0001602		C0014116	Congenital Abnormality	0.02	1.0		2017	2018
IL1B	0.962	0.13005		C0014116	Congenital Abnormality	0.02	1.0		2017	2018
NRAS	0.808	0.49009	DTO_05007584	C0014116	Congenital Abnormality	0.02	1.0		2014	2015
PIK3CA	0.923	1.0	DTO_03300101	C0014116	Congenital Abnormality	0.02	1.0		2014	2014
PIK3CB	0.885	0.99964	DTO_03300101	C0014116	Congenital Abnormality	0.02	1.0		2014	2014
PIK3CD	0.885	0.99999	DTO_03300101	C0014116	Congenital Abnormality	0.02	1.0		2014	2014
PIK3CG	0.885	1.4076e-06	DTO_03300101	C0014116	Congenital Abnormality	0.02	1.0		2014	2014
PITX2	0.808	0.97618		C0014116	Congenital Abnormality	0.02	1.0		2006	2015
MAPK1	0.923	0.99698	DTO_03300101	C0014116	Congenital Abnormality	0.02	1.0		2014	2019
MAP2K1	0.846	0.89669	DTO_03300101	C0014116	Congenital Abnormality	0.02	1.0		2015	2017
RAF1	0.885	0.85295	DTO_03300101	C0014116	Congenital Abnormality	0.02	1.0		2014	2015
S100A1	0.846	0.0060044	DTO_05007616	C0014116	Congenital Abnormality	0.02	0.5		2015	2017
S100B	0.923	0.04387	DTO_05007616	C0014116	Congenital Abnormality	0.02	0.5		2015	2017
BMP2	0.846	0.98799	DTO_05007599	C0014116	Congenital Abnormality	0.02	1.0		2011	2018
TBX2	0.769	0.99329	DTO_05007542	C0014116	Congenital Abnormality	0.02	1.0		2011	2013
CD163	0.846	0.0008338	DTO_05007624	C0014116	Congenital Abnormality	0.02	0.5		2015	2017
EVC2	0.692	1.0207e-34		C0014116	Congenital Abnormality	0.01	1.0		2010	2010
EGFR	0.885	0.36837	DTO_03300101	C0014116	Congenital Abnormality	0.01	1.0		2006	2006
AKT1	0.962	0.9759	DTO_03300101	C0014116	Congenital Abnormality	0.01	1.0		2014	2014
ETV5	0.731	0.99999	DTO_05007542	C0014116	Congenital Abnormality	0.01	0.0		2019	2019
RBM24	0.346	0.086409		C0014116	Congenital Abnormality	0.01	1.0		2018	2018
FGFR2	0.808	0.99731	DTO_03300101	C0014116	Congenital Abnormality	0.01	1.0		2007	2007
HEY2	0.731	0.89343	DTO_05007542	C0014116	Congenital Abnormality	0.01	1.0		2018	2018
CEMIP2	0.231	4.6831e-13		C0014116	Congenital Abnormality	0.01	1.0		2019	2019
NPNT	0.654	2.7295e-10		C0014116	Congenital Abnormality	0.01	1.0		2018	2018
GATA4	0.846	0.49308		C0014116	Congenital Abnormality	0.01	1.0		2007	2007
CD274	0.923	0.01916	DTO_05007575	C0014116	Congenital Abnormality	0.01	1.0		2015	2015
BAZ2B	0.192	0.98162		C0014116	Congenital Abnormality	0.01	0.0		2019	2019
IFNA1	0.923			C0014116	Congenital Abnormality	0.01	1.0		2015	2015
IFNA13	0.923			C0014116	Congenital Abnormality	0.01	1.0		2015	2015
IL6	0.962	0.31536		C0014116	Congenital Abnormality	0.01	1.0		2017	2017
AR	0.846	0.98837	DTO_00102000	C0014116	Congenital Abnormality	0.01	1.0		2002	2002
KRAS	0.923	0.00078803	DTO_05007584	C0014116	Congenital Abnormality	0.01	1.0		2015	2015
ARSD	0.808	0.0016285	DTO_05007624	C0014116	Congenital Abnormality	0.01	1.0		2017	2017
ASD1	0.154			C0014116	Congenital Abnormality	0.01	1.0		2007	2007
NFATC1	0.731	0.15652	DTO_05007542	C0014116	Congenital Abnormality	0.01	1.0		2018	2018
PHF20	0.615	0.99875		C0014116	Congenital Abnormality	0.01	1.0		2017	2017
CLEC1B	0.615	4.9365e-08		C0014116	Congenital Abnormality	0.01	1.0		2015	2015
PCYT1A	0.885	2.024e-05		C0014116	Congenital Abnormality	0.01	1.0		2018	2018
PRKCD	0.846	0.99995	DTO_03300101	C0014116	Congenital Abnormality	0.01	1.0		2019	2019
SALL4	0.769	0.99997	DTO_05007542	C0014116	Congenital Abnormality	0.01	0.0		2017	2017
MYL7	0.231	1.8314e-06	DTO_05007616	C0014116	Congenital Abnormality	0.01	0.0		2018	2018
ROS1	0.885	1.6184e-72	DTO_03300101	C0014116	Congenital Abnormality	0.01	1.0		2017	2017
CCL18	0.846	0.0091743	DTO_05007599	C0014116	Congenital Abnormality	0.01	1.0		2018	2018
SNAI1	0.808	0.21754		C0014116	Congenital Abnormality	0.01	1.0		2017	2017
SOX9	0.846	0.99772		C0014116	Congenital Abnormality	0.01	1.0		2018	2018
SPP1	0.885	2.146e-06		C0014116	Congenital Abnormality	0.01	1.0		2008	2008
TBX5	0.769	0.99954	DTO_05007542	C0014116	Congenital Abnormality	0.01	1.0		1999	1999
TFAP2B	0.769	0.99023	DTO_05007542	C0014116	Congenital Abnormality	0.01	1.0		2013	2013
TGFB1	0.962	0.03685	DTO_05007599	C0014116	Congenital Abnormality	0.01	1.0		2018	2018
TNF	0.962	0.8033	DTO_05007599	C0014116	Congenital Abnormality	0.01	1.0		2017	2017
AVSD1	0.192			C0014116	Congenital Abnormality	0.01	1.0		1990	1990
CASP3	0.923	0.10017	DTO_05007624	C0014116	Congenital Abnormality	0.01	1.0		2018	2018
RUNX2	0.846	0.94884	DTO_05007542	C0014116	Congenital Abnormality	0.01	1.0		2018	2018
ACVR1	0.731	0.3254	DTO_03300101	C0014116	Congenital Abnormality	0.01	1.0		2009	2009
CD19	0.885	0.90496		C0014116	Congenital Abnormality	0.01	1.0		2019	2019
HAND2	0.5	0.39908		C0014116	Congenital Abnormality	0.01	1.0		2017	2017
MED12	0.769	1.0	DTO_05007542	C0014116	Congenital Abnormality	0.01	1.0		2018	2018
GATA4	0.846	0.49308		C1389016	Anatomical Abnormality	0.45	1.0		2007	2017
GATA6	0.808	0.99709		C1389016	Anatomical Abnormality	0.41	1.0		2017	2017
GJA1	0.885	0.15523	DTO_05007527	C1389016	Anatomical Abnormality	0.3				
CRELD1	0.269	1.3432e-11	DTO_05007616	C1389016	Anatomical Abnormality	0.18	0.875		2003	2018
TBX5	0.769	0.99954	DTO_05007542	C1389016	Anatomical Abnormality	0.13	1.0		2004	2018
DHCR7	0.846	3.949e-13	DTO_05007624	C1389016	Anatomical Abnormality	0.12	1.0		2003	2020
NR2F2	0.692	0.98972	DTO_00102000	C1389016	Anatomical Abnormality	0.12	1.0		2014	2018
EVC2	0.692	1.0207e-34		C1389016	Anatomical Abnormality	0.11	1.0		2009	2009
EVC	0.577	3.462e-25		C1389016	Anatomical Abnormality	0.11	1.0		2009	2009
PTPN11	0.923	0.99998		C1389016	Anatomical Abnormality	0.11	1.0		2005	2005
MMP21	0.385	1.3213e-09	DTO_05007624	C1389016	Anatomical Abnormality	0.1				
CEP120	0.731	4.0887e-15		C1389016	Anatomical Abnormality	0.1				
FANCB	0.769	0.99631		C1389016	Anatomical Abnormality	0.1				
FOXF1	0.692	0.95792		C1389016	Anatomical Abnormality	0.1				
FLNA	0.846	1.0		C1389016	Anatomical Abnormality	0.1				
KAT6B	0.731	1.0	DTO_05007624	C1389016	Anatomical Abnormality	0.1				
GLI1	0.846	7.6639e-14		C1389016	Anatomical Abnormality	0.1				
GLI3	0.846	0.99999		C1389016	Anatomical Abnormality	0.1				
CCDC22	0.692	0.99979		C1389016	Anatomical Abnormality	0.1				
NEK1	0.769	1.9084e-25	DTO_03300101	C1389016	Anatomical Abnormality	0.1				
DYNC2LI1	0.5	3.154e-09	DTO_05007530	C1389016	Anatomical Abnormality	0.1				
CFC1	0.577	0.10509	DTO_05007616	C1389016	Anatomical Abnormality	0.1				
RAF1	0.885	0.85295	DTO_03300101	C1389016	Anatomical Abnormality	0.1				
BRAF	0.846	0.99995	DTO_03300101	C1389016	Anatomical Abnormality	0.1				
MAP3K7	0.808	0.99971	DTO_03300101	C1389016	Anatomical Abnormality	0.1				
ZIC3	0.423	0.92495	DTO_05007542	C1389016	Anatomical Abnormality	0.1				
ACVR2B	0.615	0.83412	DTO_03300101	C1389016	Anatomical Abnormality	0.1				
LONP1	0.808	0.9993	DTO_05007624	C1389016	Anatomical Abnormality	0.1				
WASHC5	0.615	8.2703e-18	DTO_05007405	C1389016	Anatomical Abnormality	0.1				
NKX2-5	0.692	0.94531	DTO_05007542	C1389016	Anatomical Abnormality	0.04	1.0		2004	2014
CHD7	0.846	1.0		C1389016	Anatomical Abnormality	0.03	1.0		2013	2017
EGF	0.923	8.5294e-17		C1389016	Anatomical Abnormality	0.02	1.0		2004	2010
HEY2	0.731	0.89343	DTO_05007542	C1389016	Anatomical Abnormality	0.02	1.0		2006	2012
BMPR1A	0.731	0.90333	DTO_03300101	C1389016	Anatomical Abnormality	0.02	1.0		2012	2019
AVSD1	0.192			C1389016	Anatomical Abnormality	0.02	1.0		2017	2017
IFT27	0.462	5.8825e-06		C1389016	Anatomical Abnormality	0.01	1.0		2019	2019
TAMM41	0.077	1.0996e-06		C1389016	Anatomical Abnormality	0.01	1.0		2019	2019
ACE	0.923	1.0344e-37	DTO_05007624	C1389016	Anatomical Abnormality	0.01	1.0		2011	2011
FOXF2	0.5	0.84666		C1389016	Anatomical Abnormality	0.01	1.0		2014	2014
AUTS2	0.846	0.99934		C1389016	Anatomical Abnormality	0.01	1.0		2016	2016
GDF1	0.692	0.41237	DTO_05007599	C1389016	Anatomical Abnormality	0.01	1.0		2015	2015
FOXP1	0.808	0.99998		C1389016	Anatomical Abnormality	0.01	1.0		2013	2013
NEXMIF	0.385	0.99968		C1389016	Anatomical Abnormality	0.01	1.0		2016	2016
IL1B	0.962	0.13005		C1389016	Anatomical Abnormality	0.01	1.0		2016	2016
MDM4	0.808	0.99992	DTO_05007557	C1389016	Anatomical Abnormality	0.01	1.0		2016	2016
MTR	0.808	2.4301e-12		C1389016	Anatomical Abnormality	0.01	1.0		2010	2010
NFATC1	0.731	0.15652	DTO_05007542	C1389016	Anatomical Abnormality	0.01	1.0		2018	2018
MKS1	0.769	3.3768e-16	DTO_05007621	C1389016	Anatomical Abnormality	0.01	1.0		2016	2016
CHDH	0.769	1.685e-06	DTO_05007624	C1389016	Anatomical Abnormality	0.01	1.0		2018	2018
SLC19A1	0.692	6.4655e-06	DTO_05007405	C1389016	Anatomical Abnormality	0.01	1.0		2010	2010
TBX1	0.808	0.83661	DTO_05007542	C1389016	Anatomical Abnormality	0.01	1.0		2018	2018
VEGFA	0.923	2.4085e-05	DTO_05007599	C1389016	Anatomical Abnormality	0.01	1.0		2012	2012
IFT88	0.654	7.1224e-11		C1389016	Anatomical Abnormality	0.01	1.0		2019	2019
ACVR1	0.731	0.3254	DTO_03300101	C1389016	Anatomical Abnormality	0.01	1.0		2011	2011
SHF	0.231	0.16039		C1389016	Anatomical Abnormality	0.01	1.0		2014	2014
FLNA	0.846	1.0		C4023288	Anatomical Abnormality	0.1				
CFTR	0.885	2.1735e-58	DTO_01300327	C0034072	Disease or Syndrome	0.11	1.0		2014	2014
FCGR2A	0.769	2.0054e-06	DTO_05007620	C0034072	Disease or Syndrome	0.1				
FLNA	0.846	1.0		C0034072	Disease or Syndrome	0.1				
BTK	0.808	0.99996	DTO_03300101	C0034072	Disease or Syndrome	0.1				
TGFB1	0.962	0.03685	DTO_05007599	C0034072	Disease or Syndrome	0.1				
CHRNA3	0.692	1.4197e-07	DTO_01300327	C0034072	Disease or Syndrome	0.01	1.0		2016	2016
CHRNA5	0.577	2.1488e-06	DTO_01300327	C0034072	Disease or Syndrome	0.01	1.0		2016	2016
CHRNB4	0.423	0.1427	DTO_01300327	C0034072	Disease or Syndrome	0.01	1.0		2016	2016
CRP	0.962	0.0036969		C0034072	Disease or Syndrome	0.01	1.0		2019	2019
CTNNB1	0.885	0.99999		C0034072	Disease or Syndrome	0.01	1.0		2019	2019
AGTR1	0.846	0.00053161	DTO_02300001	C0034072	Disease or Syndrome	0.01	1.0		2015	2015
ELANE	0.846	0.0012274	DTO_05007624	C0034072	Disease or Syndrome	0.01	1.0		2019	2019
AKT1	0.962	0.9759	DTO_03300101	C0034072	Disease or Syndrome	0.01	1.0		2019	2019
COPD	0.885			C0034072	Disease or Syndrome	0.01	1.0		2019	2019
ANGPT2	0.846	0.83208	DTO_05007599	C0034072	Disease or Syndrome	0.01	1.0		2015	2015
IL6	0.962	0.31536		C0034072	Disease or Syndrome	0.01	1.0		2019	2019
MIR200B	0.769			C0034072	Disease or Syndrome	0.01	1.0		2020	2020
NOS3	0.885	6.7246e-07		C0034072	Disease or Syndrome	0.01	1.0		2000	2000
AHSP	0.385	0.0003287	DTO_05007613	C0034072	Disease or Syndrome	0.01	1.0		2000	2000
SELENON	0.692	9.7863e-10		C0034072	Disease or Syndrome	0.01	1.0		2005	2005
ACE2	0.769	0.99769	DTO_05007624	C0034072	Disease or Syndrome	0.01	1.0		2015	2015
VPS51	0.846	1.052e-08		C0034072	Disease or Syndrome	0.01	1.0		2015	2015
CA5A	0.5	7.9051e-05		C0034072	Disease or Syndrome	0.01	1.0		2017	2017
CAV1	0.885	0.008274	DTO_05007584	C0034072	Disease or Syndrome	0.01	1.0		2017	2017
CAV2	0.692	0.026973	DTO_05007584	C0034072	Disease or Syndrome	0.01	1.0		2017	2017
MMP21	0.385	1.3213e-09	DTO_05007624	C0265857	Congenital Abnormality	0.1				
GATA6	0.808	0.99709		C0265857	Congenital Abnormality	0.1				
FGF10	0.692	0.93779	DTO_05007599	C0265857	Congenital Abnormality	0.01	1.0		2006	2006
FGFR2	0.808	0.99731	DTO_03300101	C0265857	Congenital Abnormality	0.01	1.0		2006	2006
SAP130	0.154	1.0		C0344906	Congenital Abnormality	0.01	1.0		2017	2017
NKX2-5	0.692	0.94531	DTO_05007542	C0152101	Disease or Syndrome	0.81	1.0		2003	2017
GJA1	0.885	0.15523	DTO_05007527	C0152101	Disease or Syndrome	0.7	1.0		2001	2009
SAP130	0.154	1.0		C0152101	Disease or Syndrome	0.5	1.0		2017	2017
PCDHA13	0.077	2.4469e-14		C0152101	Disease or Syndrome	0.3	1.0		2017	2017
PCDHA9	0.115	1.8891e-24		C0152101	Disease or Syndrome	0.3	1.0		2017	2017
NOTCH1	0.885	1.0		C0152101	Disease or Syndrome	0.15	1.0		2014	2017
FOXF1	0.692	0.95792		C0152101	Disease or Syndrome	0.12	1.0		2009	2019
GATA5	0.615	0.28478		C0152101	Disease or Syndrome	0.1				
B3GLCT	0.731	7.1449e-17	DTO_05007624	C0152101	Disease or Syndrome	0.1				
PKD1L1	0.231	1.0852e-40	DTO_01300327	C0152101	Disease or Syndrome	0.1				
DTNA	0.385	0.63459		C0152101	Disease or Syndrome	0.1				
FLI1	0.692	0.9894	DTO_05007542	C0152101	Disease or Syndrome	0.1				
HAAO	0.538	1.0561e-08		C0152101	Disease or Syndrome	0.1	1.0		2017	2017
GATA4	0.846	0.49308		C0152101	Disease or Syndrome	0.1				
GATA6	0.808	0.99709		C0152101	Disease or Syndrome	0.1				
CCDC22	0.692	0.99979		C0152101	Disease or Syndrome	0.1				
SMAD6	0.731	3.6282e-20	DTO_05007542	C0152101	Disease or Syndrome	0.1				
PAH	0.769	6.4046e-23		C0152101	Disease or Syndrome	0.1				
MCTP2	0.577	6.03e-52		C0152101	Disease or Syndrome	0.1				
TBX20	0.346	0.97302	DTO_05007542	C0152101	Disease or Syndrome	0.1				
ARHGAP31	0.615	0.99999		C0152101	Disease or Syndrome	0.1				
TBX1	0.808	0.83661	DTO_05007542	C0152101	Disease or Syndrome	0.1				
TBX5	0.769	0.99954	DTO_05007542	C0152101	Disease or Syndrome	0.1				
NR2F2	0.692	0.98972	DTO_00102000	C0152101	Disease or Syndrome	0.1				
MYRF	0.731	1.0		C0152101	Disease or Syndrome	0.1				
TMEM258	0.654	0.0018504		C0152101	Disease or Syndrome	0.1				
WT1	0.808	0.99648	DTO_05007557	C0152101	Disease or Syndrome	0.1				
ZNF148	0.654	0.99997	DTO_05007542	C0152101	Disease or Syndrome	0.1				
CRELD1	0.269	1.3432e-11	DTO_05007616	C0152101	Disease or Syndrome	0.1				
MKKS	0.692	2.1265e-09		C0152101	Disease or Syndrome	0.1				
ARID1A	0.846	1.0		C0152101	Disease or Syndrome	0.1				
TRAF7	0.423	0.021819		C0152101	Disease or Syndrome	0.1				
KYNU	0.692	4.1806e-18	DTO_05007624	C0152101	Disease or Syndrome	0.1	1.0		2017	2017
WASHC5	0.615	8.2703e-18	DTO_05007405	C0152101	Disease or Syndrome	0.1				
HAND1	0.308	0.10914		C0152101	Disease or Syndrome	0.03	1.0		2011	2017
MYH6	0.615	1.5952e-32		C0152101	Disease or Syndrome	0.02	1.0		2015	2016
C20orf181	0.885			C0152101	Disease or Syndrome	0.01	1.0		2019	2019
RN7SL263P	0.808			C0152101	Disease or Syndrome	0.01	1.0		2018	2018
ACE	0.923	1.0344e-37	DTO_05007624	C0152101	Disease or Syndrome	0.01	1.0		2018	2018
EDN1	0.846	0.45504	DTO_05007599	C0152101	Disease or Syndrome	0.01	1.0		2008	2008
FOXL1	0.462	0.035865	DTO_05007542	C0152101	Disease or Syndrome	0.01	1.0		2009	2009
FOXC2	0.731	0.13356	DTO_05007542	C0152101	Disease or Syndrome	0.01	1.0		2009	2009
RBFOX2	0.846	0.99902	DTO_05007557	C0152101	Disease or Syndrome	0.01	1.0		2016	2016
FXN	0.654	0.34491	DTO_05007624	C0152101	Disease or Syndrome	0.01	1.0		2016	2016
FOXP1	0.808	0.99998		C0152101	Disease or Syndrome	0.01	1.0		2013	2013
APOE	0.962	0.0018685		C0152101	Disease or Syndrome	0.01	1.0		2010	2010
PROX1	0.538	0.99884	DTO_05007542	C0152101	Disease or Syndrome	0.01	1.0		2009	2009
S100B	0.923	0.04387	DTO_05007616	C0152101	Disease or Syndrome	0.01	1.0		2002	2002
SMN2	0.769	0.10337		C0152101	Disease or Syndrome	0.01	1.0		2012	2012
KMT2D	0.808	1.0		C0152101	Disease or Syndrome	0.01	1.0		2018	2018
JAM3	0.654	0.0006158		C0152101	Disease or Syndrome	0.01	1.0		2002	2002
CBL	0.769	0.00060921	DTO_05007624	C0152101	Disease or Syndrome	0.01	1.0		2002	2002
CEP120	0.731	4.0887e-15		C1866207	Finding	0.1				
PUF60	0.769	0.99677		C1866207	Finding	0.1				
ZEB2	0.808	1.0	DTO_05007542	C1866207	Finding	0.1				
MGP	0.846	3.6072e-05		C0265910	Congenital Abnormality	0.1				
FHL1	0.731	0.96979		C0265910	Congenital Abnormality	0.01	1.0		2015	2015
GHR	0.846	8.4385e-05	DTO_05007599	C0265910	Congenital Abnormality	0.01	1.0		2020	2020
VEGFA	0.923	2.4085e-05	DTO_05007599	C0265910	Congenital Abnormality	0.01	1.0		2004	2004
FLNA	0.846	1.0		C2239253	Disease or Syndrome	0.01	1.0		2019	2019
SMAD3	0.923	0.79796	DTO_05007542	C4476551	Anatomical Abnormality	0.1				
MYH7	0.692	4.2385e-16		C1960469	Disease or Syndrome	0.47	1.0		2007	2019
MYBPC3	0.385	8.0087e-11		C1960469	Disease or Syndrome	0.43	1.0		2009	2019
LMNA	0.885	0.9994		C1960469	Disease or Syndrome	0.41	1.0		2004	2004
PRDM16	0.808	0.99999		C1960469	Disease or Syndrome	0.41	1.0		2013	2014
ACTC1	0.538	0.73668	DTO_05007530	C1960469	Disease or Syndrome	0.41	1.0		2008	2014
DTNA	0.385	0.63459		C1960469	Disease or Syndrome	0.4	1.0		2001	2001
MIB1	0.769	3.3574e-88	DTO_05007624	C1960469	Disease or Syndrome	0.4	1.0		2013	2013
LDB3	0.385	9.5733e-06	DTO_05007530	C1960469	Disease or Syndrome	0.31	1.0		2012	2012
PLEKHM2	0.462	1.7077e-05		C1960469	Disease or Syndrome	0.31	1.0		2015	2015
TNNT2	0.423	0.0020041	DTO_05007530	C1960469	Disease or Syndrome	0.31	1.0		2009	2010
TPM1	0.615	0.0010165	DTO_05007530	C1960469	Disease or Syndrome	0.31	1.0		2011	2011
MIB2	0.269	2.8024e-07	DTO_05007624	C1960469	Disease or Syndrome	0.3	1.0		2017	2017
PKP2	0.538	3.1147e-18	DTO_05007530	C1960469	Disease or Syndrome	0.3	1.0		2017	2017
MYH7B	0.308	4.3419e-46		C1960469	Disease or Syndrome	0.3	1.0		2013	2013
SLC39A8	0.769	0.66924	DTO_05007405	C1960469	Disease or Syndrome	0.2	1.0		2018	2018
YWHAE	0.692	0.98479	DTO_05007613	C1960469	Disease or Syndrome	0.2	1.0		2012	2012
SCN5A	0.654	0.91291	DTO_01300327	C1960469	Disease or Syndrome	0.12	1.0		2008	2018
NONO	0.731	0.9935	DTO_05007557	C1960469	Disease or Syndrome	0.11	1.0		2019	2019
COA6	0.192	0.0056851		C1960469	Disease or Syndrome	0.1				
MIPEP	0.615	1.5876e-15	DTO_05007624	C1960469	Disease or Syndrome	0.1	1.0		2016	2016
SDHA	0.731	2.6088e-10	DTO_05007624	C1960469	Disease or Syndrome	0.1				
SDHD	0.885	0.33697	DTO_05007405	C1960469	Disease or Syndrome	0.1				
SDHAF1	0.462	0.087043		C1960469	Disease or Syndrome	0.1				
VCL	0.654	0.046788		C1960469	Disease or Syndrome	0.1				
TRIM8	0.731	0.99438		C1960469	Disease or Syndrome	0.1				
TAZ	0.808	0.72591	DTO_05007624	C1960469	Disease or Syndrome	0.04	1.0		2008	2012
HCN4	0.269	0.99867	DTO_01300327	C1960469	Disease or Syndrome	0.02	1.0		2017	2018
DMD	0.923	1.0		C1960469	Disease or Syndrome	0.01	1.0		2018	2018
EMD	0.731	0.93178		C1960469	Disease or Syndrome	0.01	1.0		2018	2018
NNT	0.577	0.97271	DTO_05007624	C1960469	Disease or Syndrome	0.01	1.0		2015	2015
KCNQ1	0.769	4.5453e-08	DTO_01300327	C1960469	Disease or Syndrome	0.01	1.0		2017	2017
ACTB	0.923	0.98564	DTO_05007530	C1960469	Disease or Syndrome	0.01	1.0		2009	2009
RYR2	0.615	0.99999	DTO_01300327	C1960469	Disease or Syndrome	0.01	1.0		2015	2015
SKI	0.808	0.99901		C1960469	Disease or Syndrome	0.01	1.0		2014	2014
TTN	0.885	2.5582e-96	DTO_03300101	C1960469	Disease or Syndrome	0.01	1.0		2016	2016
NKX2-5	0.692	0.94531	DTO_05007542	C0018816	Congenital Abnormality	0.42	0.5	strong	2009	2019
CITED2	0.654	0.76271	DTO_05007542	C0018816	Congenital Abnormality	0.31	1.0		2005	2005
PCSK5	0.538	2.5352e-12	DTO_05007624	C0018816	Congenital Abnormality	0.3	1.0		2008	2008
KMT2D	0.808	1.0		C0018816	Congenital Abnormality	0.11	1.0		2017	2017
